gene_id,symbol,entrez_gid,transcript_name,ensembl_tid,full_name
"14493","PLA2G2A","5320","PLA2G2A-204","ENST00000469162","phospholipase A2 group IIA"
"14494","HYKK","123688","HYKK-204","ENST00000566289","hydroxylysine kinase"
"14495","C15orf62","643338","C15orf62-201","ENST00000344320","chromosome 15 open reading frame 62"
"14496","ZNF383","163087","ZNF383-202","ENST00000585441","zinc finger protein 383"
"14497","HES4","57801","HES4-202","ENST00000428771","hes family bHLH transcription factor 4"
"14498","IGFL1","374918","IGFL1-201","ENST00000437936","IGF like family member 1"
"14499","ZNF669","79862","ZNF669-204","ENST00000448299","zinc finger protein 669"
"14500","CENPP","401541","CENPP-203","ENST00000375587","centromere protein P"
"14501","PLSCR1","5359","PLSCR1-201","ENST00000342435","phospholipid scramblase 1"
"14502","C3orf62","375341","C3orf62-204","ENST00000479673","chromosome 3 open reading frame 62"
"14503","SBK1","388228","SBK1-202","ENST00000671413","SH3 domain binding kinase 1"
"14504","SLC38A3","10991","SLC38A3-205","ENST00000610458","solute carrier family 38 member 3"
"14505","GTF2F2","2963","GTF2F2-201","ENST00000340473","general transcription factor IIF subunit 2"
"14506","FAM92A","137392","FAM92A-217","ENST00000523475","CBY1 interacting BAR domain containing 1"
"14507","FOCAD","54914","FOCAD-202","ENST00000380249","focadhesin"
"14508","PRR19","284338","PRR19-204","ENST00000598490","proline rich 19"
"14509","C10orf99","387695","C10orf99-201","ENST00000372126","chromosome 10 open reading frame 99"
"14510","IFNA2","3440","IFNA2-201","ENST00000380206","interferon alpha 2"
"14511","JAKMIP3","282973","JAKMIP3-220","ENST00000668452","Janus kinase and microtubule interacting protein 3"
"14512","PDCD1","5133","PDCD1-201","ENST00000334409","programmed cell death 1"
"14513","SELL","6402","SELL-201","ENST00000236147","selectin L"
"14514","CHM","1121","CHM-201","ENST00000357749","CHM Rab escort protein"
"14515","NANOS2","339345","NANOS2-201","ENST00000341294","nanos C2HC-type zinc finger 2"
"14516","IER5L","389792","IER5L-201","ENST00000372491","immediate early response 5 like"
"14517","H2AX","3014","H2AX-202","ENST00000530167","H2A.X variant histone"
"14518","INSC","387755","INSC-201","ENST00000379554","INSC spindle orientation adaptor protein"
"14519","SERPINA5","5104","SERPINA5-204","ENST00000554220","serpin family A member 5"
"14520","C19orf54","284325","C19orf54-201","ENST00000378313","chromosome 19 open reading frame 54"
"14521","LCTL","197021","LCTL-201","ENST00000341509","lactase like"
"14522","NCCRP1","342897","NCCRP1-201","ENST00000339852","NCCRP1, F-box associated domain containing"
"14523","KRTDAP","388533","KRTDAP-203","ENST00000484218","keratinocyte differentiation associated protein"
"14524","C22orf34","","C22orf34-204","ENST00000414287","NA"
"14525","COL25A1","84570","COL25A1-210","ENST00000642955","collagen type XXV alpha 1 chain"
"14526","FAM83G","644815","FAM83G-202","ENST00000388995","family with sequence similarity 83 member G"
"14527","SRSF10","10772","SRSF10-204","ENST00000344989","serine and arginine rich splicing factor 10"
"14528","DUSP28","285193","DUSP28-202","ENST00000405954","dual specificity phosphatase 28"
"14529","CCDC9B","388115","CCDC9B-202","ENST00000397536","coiled-coil domain containing 9B"
"14530","NBR1","4077","NBR1-201","ENST00000341165","NBR1 autophagy cargo receptor"
"14531","RALGAPA2","57186","RALGAPA2-204","ENST00000430436","Ral GTPase activating protein catalytic subunit alpha 2"
"14532","NDOR1","27158","NDOR1-206","ENST00000613750","NADPH dependent diflavin oxidoreductase 1"
"14533","FBLL1","345630","FBLL1-201","ENST00000338333","fibrillarin like 1"
"14534","NKAIN2","154215","NKAIN2-203","ENST00000476571","sodium/potassium transporting ATPase interacting 2"
"14535","KRTAP1-1","81851","KRTAP1-1-201","ENST00000306271","keratin associated protein 1-1"
"14536","PAQR9","344838","PAQR9-202","ENST00000492509","progestin and adipoQ receptor family member 9"
"14537","CFAP54","144535","CFAP54-206","ENST00000554621","cilia and flagella associated protein 54"
"14538","SUMO2","6613","SUMO2-202","ENST00000420826","small ubiquitin like modifier 2"
"14539","NANOS1","340719","NANOS1-202","ENST00000425699","nanos C2HC-type zinc finger 1"
"14540","RTL6","84247","RTL6-201","ENST00000341255","retrotransposon Gag like 6"
"14541","DPYD","1806","DPYD-202","ENST00000370192","dihydropyrimidine dehydrogenase"
"14542","S100A16","140576","S100A16-202","ENST00000368704","S100 calcium binding protein A16"
"14543","PTAR1","375743","PTAR1-202","ENST00000377200","protein prenyltransferase alpha subunit repeat containing 1"
"14544","CC2D2B","387707","CC2D2B-208","ENST00000602648","coiled-coil and C2 domain containing 2B"
"14545","H1-9","","H1-9-201","ENST00000504307","NA"
"14546","RHCE","6006","RHCE-201","ENST00000294413","Rh blood group CcEe antigens"
"14547","C2orf80","389073","C2orf80-205","ENST00000451342","chromosome 2 open reading frame 80"
"14548","IDO2","169355","IDO2-201","ENST00000343295","indoleamine 2,3-dioxygenase 2"
"14549","PARVB","29780","PARVB-204","ENST00000406477","parvin beta"
"14550","UROS","7390","UROS-211","ENST00000616800","uroporphyrinogen III synthase"
"14551","CYP51A1-AS1","","CYP51A1-AS1-201","ENST00000453068","NA"
"14552","ZDHHC9","51114","ZDHHC9-201","ENST00000357166","zinc finger DHHC-type palmitoyltransferase 9"
"14553","SMIM15","643155","SMIM15-201","ENST00000339020","small integral membrane protein 15"
"14554","VWC2","375567","VWC2-201","ENST00000340652","von Willebrand factor C domain containing 2"
"14555","FAM221A","340277","FAM221A-202","ENST00000409192","family with sequence similarity 221 member A"
"14556","TMEM120B","144404","TMEM120B-201","ENST00000342607","transmembrane protein 120B"
"14557","FSIP2","401024","FSIP2-202","ENST00000424728","fibrous sheath interacting protein 2"
"14558","NOXA1","10811","NOXA1-201","ENST00000341349","NADPH oxidase activator 1"
"14559","TMEM198","130612","TMEM198-201","ENST00000344458","transmembrane protein 198"
"14560","BCL2L15","440603","BCL2L15-201","ENST00000369580","BCL2 like 15"
"14561","FZD9","8326","FZD9-201","ENST00000344575","frizzled class receptor 9"
"14562","SPRED3","399473","SPRED3-207","ENST00000590962","sprouty related EVH1 domain containing 3"
"14563","OPTC","26254","OPTC-201","ENST00000367222","opticin"
"14564","PRELP","5549","PRELP-201","ENST00000343110","proline and arginine rich end leucine rich repeat protein"
"14565","PLA2G2E","30814","PLA2G2E-201","ENST00000375116","phospholipase A2 group IIE"
"14566","MTF1","4520","MTF1-201","ENST00000373036","metal regulatory transcription factor 1"
"14567","TMCO2","127391","TMCO2-202","ENST00000468258","transmembrane and coiled-coil domains 2"
"14568","SHISA6","388336","SHISA6-204","ENST00000441885","shisa family member 6"
"14569","TMEM201","199953","TMEM201-201","ENST00000340305","transmembrane protein 201"
"14570","NHLRC3","387921","NHLRC3-204","ENST00000473371","NHL repeat containing 3"
"14571","HMX2","3167","HMX2-201","ENST00000339992","H6 family homeobox 2"
"14572","SNTN","132203","SNTN-201","ENST00000343837","sentan, cilia apical structure protein"
"14573","ZDHHC11","79844","ZDHHC11-203","ENST00000503758","zinc finger DHHC-type containing 11"
"14574","CALHM6","441168","CALHM6-203","ENST00000368606","calcium homeostasis modulator family member 6"
"14575","CNR2","1269","CNR2-201","ENST00000374472","cannabinoid receptor 2"
"14576","LINC00910","","LINC00910-201","ENST00000341011","NA"
"14577","SLX4","84464","SLX4-201","ENST00000294008","SLX4 structure-specific endonuclease subunit"
"14578","RPL14","9045","RPL14-201","ENST00000338970","ribosomal protein L14"
"14579","BEND4","389206","BEND4-201","ENST00000502486","BEN domain containing 4"
"14580","FAM78B","149297","FAM78B-203","ENST00000435676","family with sequence similarity 78 member B"
"14581","ZNF563","147837","ZNF563-201","ENST00000293725","zinc finger protein 563"
"14582","MSL1","339287","MSL1-202","ENST00000398532","MSL complex subunit 1"
"14583","AC099489.1","400499","AC099489.1-201","ENST00000595168","putative uncharacterized protein LOC400499"
"14584","LRRK2","120892","LRRK2-203","ENST00000416796","leucine rich repeat kinase 2"
"14585","GJB3","2707","GJB3-202","ENST00000373366","gap junction protein beta 3"
"14586","INSYN2A","642938","INSYN2A-202","ENST00000522781","inhibitory synaptic factor 2A"
"14587","TRMT2B","79979","TRMT2B-203","ENST00000372939","tRNA methyltransferase 2 homolog B"
"14588","HACD4","401494","HACD4-202","ENST00000495827","3-hydroxyacyl-CoA dehydratase 4"
"14589","CFAP126","257177","CFAP126-201","ENST00000367974","cilia and flagella associated protein 126"
"14590","NYX","60506","NYX-201","ENST00000342595","nyctalopin"
"14591","FAM120AOS","158293","FAM120AOS-213","ENST00000649557","family with sequence similarity 120A opposite strand"
"14592","UTS2B","257313","UTS2B-201","ENST00000340524","urotensin 2B"
"14593","C9orf152","401546","C9orf152-202","ENST00000473442","chromosome 9 open reading frame 152"
"14594","NOC2L","26155","NOC2L-204","ENST00000483767","NOC2 like nucleolar associated transcriptional repressor"
"14595","MSANTD1","345222","MSANTD1-203","ENST00000507492","Myb/SANT DNA binding domain containing 1"
"14596","NELFB","25920","NELFB-201","ENST00000343053","negative elongation factor complex member B"
"14597","LIPI","149998","LIPI-201","ENST00000344577","lipase I"
"14598","LRRC66","339977","LRRC66-201","ENST00000343457","leucine rich repeat containing 66"
"14599","ZNF292","23036","ZNF292-204","ENST00000392985","zinc finger protein 292"
"14600","KCTD21","283219","KCTD21-201","ENST00000340067","potassium channel tetramerization domain containing 21"
"14601","SBSN","374897","SBSN-203","ENST00000588674","suprabasin"
"14602","ADAT2","134637","ADAT2-203","ENST00000606514","adenosine deaminase tRNA specific 2"
"14603","KIR2DL4","3805","KIR2DL4-204","ENST00000359085","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4"
"14604","DUSP21","63904","DUSP21-201","ENST00000339042","dual specificity phosphatase 21"
"14605","ZNF567","163081","ZNF567-206","ENST00000590392","zinc finger protein 567"
"14606","NDUFA4","4697","NDUFA4-201","ENST00000339600","NDUFA4 mitochondrial complex associated"
"14607","ALKBH2","121642","ALKBH2-201","ENST00000343075","alkB homolog 2, alpha-ketoglutarate dependent dioxygenase"
"14608","RNFT1","51136","RNFT1-201","ENST00000305783","ring finger protein, transmembrane 1"
"14609","RELN","5649","RELN-203","ENST00000428762","reelin"
"14610","FAM111B","374393","FAM111B-203","ENST00000528234","family with sequence similarity 111 member B"
"14611","APOD","347","APOD-201","ENST00000343267","apolipoprotein D"
"14612","H1-0","3005","H1-0-201","ENST00000340857","H1.0 linker histone"
"14613","LITAF","9516","LITAF-209","ENST00000571688","lipopolysaccharide induced TNF factor"
"14614","VSTM1","284415","VSTM1-204","ENST00000419106","V-set and transmembrane domain containing 1"
"14615","TMEM120A","83862","TMEM120A-214","ENST00000493111","transmembrane protein 120A"
"14616","ARID2","196528","ARID2-201","ENST00000334344","AT-rich interaction domain 2"
"14617","SF3B3","23450","SF3B3-201","ENST00000302516","splicing factor 3b subunit 3"
"14618","IL1RAPL2","26280","IL1RAPL2-202","ENST00000372582","interleukin 1 receptor accessory protein like 2"
"14619","SP6","80320","SP6-201","ENST00000342234","Sp6 transcription factor"
"14620","PLAC9","219348","PLAC9-203","ENST00000372270","placenta associated 9"
"14621","FAM47B","170062","FAM47B-201","ENST00000329357","family with sequence similarity 47 member B"
"14622","NKAPL","222698","NKAPL-201","ENST00000343684","NFKB activating protein like"
"14623","FSCB","84075","FSCB-201","ENST00000340446","fibrous sheath CABYR binding protein"
"14624","CLDN4","1364","CLDN4-204","ENST00000466411","claudin 4"
"14625","ZNF573","126231","ZNF573-218","ENST00000590674","zinc finger protein 573"
"14626","JPT1","51155","JPT1-206","ENST00000476258","Jupiter microtubule associated homolog 1"
"14627","ZNF527","84503","ZNF527-207","ENST00000589615","zinc finger protein 527"
"14628","ZNF33A","7581","ZNF33A-208","ENST00000628825","zinc finger protein 33A"
"14629","KRT77","374454","KRT77-201","ENST00000341809","keratin 77"
"14630","PCDH18","54510","PCDH18-201","ENST00000344876","protocadherin 18"
"14631","DCAF8L2","347442","DCAF8L2-204","ENST00000578111","DDB1 and CUL4 associated factor 8 like 2"
"14632","ZNF600","162966","ZNF600-207","ENST00000648893","zinc finger protein 600"
"14633","BTBD8","23285","BTBD8-203","ENST00000370382","KIAA1107"
"14634","MAOA","4128","MAOA-201","ENST00000338702","monoamine oxidase A"
"14635","PAX8-AS1","","PAX8-AS1-207","ENST00000456685","NA"
"14636","C15orf61","145853","C15orf61-201","ENST00000342683","chromosome 15 open reading frame 61"
"14637","AC069277.1","","AC069277.1-201","ENST00000433639","NA"
"14638","LINC00943","","LINC00943-204","ENST00000537374","NA"
"14639","TSPYL1","7259","TSPYL1-202","ENST00000652202","TSPY like 1"
"14640","PNRC2","55629","PNRC2-205","ENST00000647887","proline rich nuclear receptor coactivator 2"
"14641","DRICH1","51233","DRICH1-201","ENST00000317749","aspartate rich 1"
"14642","GJB5","2709","GJB5-201","ENST00000338513","gap junction protein beta 5"
"14643","FHIT","2272","FHIT-205","ENST00000476844","fragile histidine triad diadenosine triphosphatase"
"14644","ALKAL2","285016","ALKAL2-204","ENST00000403610","ALK and LTK ligand 2"
"14645","ZKSCAN3","80317","ZKSCAN3-202","ENST00000341464","zinc finger with KRAB and SCAN domains 3"
"14646","RRP7A","27341","RRP7A-201","ENST00000323013","ribosomal RNA processing 7 homolog A"
"14647","LIN54","132660","LIN54-205","ENST00000505905","lin-54 DREAM MuvB core complex component"
"14648","S100A14","57402","S100A14-206","ENST00000476873","S100 calcium binding protein A14"
"14649","KAZN","23254","KAZN-209","ENST00000636564","kazrin, periplakin interacting protein"
"14650","TOGARAM2","165186","TOGARAM2-202","ENST00000401723","TOG array regulator of axonemal microtubules 2"
"14651","NEMP2","100131211","NEMP2-202","ENST00000409150","nuclear envelope integral membrane protein 2"
"14652","GSPT2","23708","GSPT2-201","ENST00000340438","G1 to S phase transition 2"
"14653","AL034369.1","","AL034369.1-201","ENST00000453808","NA"
"14654","C8orf76","84933","C8orf76-201","ENST00000276704","chromosome 8 open reading frame 76"
"14655","CXCL17","284340","CXCL17-202","ENST00000601181","C-X-C motif chemokine ligand 17"
"14656","OR7E12P","","OR7E12P-201","ENST00000344740","NA"
"14657","HMGB1","3146","HMGB1-203","ENST00000341423","high mobility group box 1"
"14658","SH2D5","400745","SH2D5-201","ENST00000375031","SH2 domain containing 5"
"14659","SPATA41","","SPATA41-203","ENST00000647665","NA"
"14660","ZFP92","139735","ZFP92-201","ENST00000338647","ZFP92 zinc finger protein"
"14661","USP32P3","","USP32P3-205","ENST00000655749","NA"
"14662","NCR1","9437","NCR1-201","ENST00000291890","natural cytotoxicity triggering receptor 1"
"14663","RASSF10","644943","RASSF10-201","ENST00000529419","Ras association domain family member 10"
"14664","OR2L13","284521","OR2L13-201","ENST00000358120","olfactory receptor family 2 subfamily L member 13"
"14665","BLOC1S2","282991","BLOC1S2-203","ENST00000441611","biogenesis of lysosomal organelles complex 1 subunit 2"
"14666","SYCP2","10388","SYCP2-201","ENST00000357552","synaptonemal complex protein 2"
"14667","IL1RAP","3556","IL1RAP-201","ENST00000072516","interleukin 1 receptor accessory protein"
"14668","PTPRT","11122","PTPRT-203","ENST00000373187","protein tyrosine phosphatase receptor type T"
"14669","MYBPC1","4604","MYBPC1-219","ENST00000550514","myosin binding protein C1"
"14670","PAX5","5079","PAX5-201","ENST00000358127","paired box 5"
"14671","SPOCK3","50859","SPOCK3-201","ENST00000357154","SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3"
"14672","ADAM5","","ADAM5-202","ENST00000399789","NA"
"14673","TDRD7","23424","TDRD7-201","ENST00000355295","tudor domain containing 7"
"14674","CCDC189","90835","CCDC189-208","ENST00000544613","coiled-coil domain containing 189"
"14675","KIAA0895L","653319","KIAA0895L-204","ENST00000562514","KIAA0895 like"
"14676","HLA-DRB1","3123","HLA-DRB1-201","ENST00000360004","major histocompatibility complex, class II, DR beta 1"
"14677","VN1R2","317701","VN1R2-201","ENST00000341702","vomeronasal 1 receptor 2"
"14678","MYT1","4661","MYT1-206","ENST00000644172","myelin transcription factor 1"
"14679","AKR1C3","8644","AKR1C3-211","ENST00000605781","aldo-keto reductase family 1 member C3"
"14680","SPATS2L","26010","SPATS2L-214","ENST00000439084","spermatogenesis associated serine rich 2 like"
"14681","ZNF250","58500","ZNF250-206","ENST00000528258","zinc finger protein 250"
"14682","WDSUB1","151525","WDSUB1-202","ENST00000359774","WD repeat, sterile alpha motif and U-box domain containing 1"
"14683","ZNF79","7633","ZNF79-201","ENST00000342483","zinc finger protein 79"
"14684","S100A4","6275","S100A4-203","ENST00000368715","S100 calcium binding protein A4"
"14685","AC040160.1","25894","AC040160.1-201","ENST00000563969","pleckstrin homology and RhoGEF domain containing G4"
"14686","KRTAP4-3","85290","KRTAP4-3-201","ENST00000391356","keratin associated protein 4-3"
"14687","FAT4","79633","FAT4-202","ENST00000394329","FAT atypical cadherin 4"
"14688","COLCA1","399948","COLCA1-205","ENST00000620864","colorectal cancer associated 1"
"14689","KIF19","124602","KIF19-206","ENST00000551294","kinesin family member 19"
"14690","ZNF681","148213","ZNF681-201","ENST00000402377","zinc finger protein 681"
"14691","ACADSB","36","ACADSB-202","ENST00000368869","acyl-CoA dehydrogenase short/branched chain"
"14692","STK40","83931","STK40-201","ENST00000359297","serine/threonine kinase 40"
"14693","OR10J1","26476","OR10J1-203","ENST00000642080","olfactory receptor family 10 subfamily J member 1"
"14694","TMEM63A","9725","TMEM63A-201","ENST00000366835","transmembrane protein 63A"
"14695","CTSE","1510","CTSE-201","ENST00000358184","cathepsin E"
"14696","SEMA4A","64218","SEMA4A-207","ENST00000435124","semaphorin 4A"
"14697","HRCT1","646962","HRCT1-201","ENST00000354323","histidine rich carboxyl terminus 1"
"14698","MPHOSPH8","54737","MPHOSPH8-201","ENST00000361479","M-phase phosphoprotein 8"
"14699","GREB1","9687","GREB1-210","ENST00000628795","growth regulating estrogen receptor binding 1"
"14700","SIRPB2","284759","SIRPB2-204","ENST00000481731","signal regulatory protein beta 2"
"14701","ZNF766","90321","ZNF766-201","ENST00000439461","zinc finger protein 766"
"14702","RYR1","6261","RYR1-201","ENST00000355481","ryanodine receptor 1"
"14703","SRGAP3","9901","SRGAP3-202","ENST00000383836","SLIT-ROBO Rho GTPase activating protein 3"
"14704","FAM217B","63939","FAM217B-201","ENST00000358293","family with sequence similarity 217 member B"
"14705","TUBB","203068","TUBB-205","ENST00000327892","tubulin beta class I"
"14706","LCOR","84458","LCOR-206","ENST00000463415","ligand dependent nuclear receptor corepressor"
"14707","SUPT5H","6829","SUPT5H-207","ENST00000594990","SPT5 homolog, DSIF elongation factor subunit"
"14708","XPNPEP3","63929","XPNPEP3-202","ENST00000417688","X-prolyl aminopeptidase 3"
"14709","LINC00615","","LINC00615-201","ENST00000546725","NA"
"14710","ZNF107","51427","ZNF107-202","ENST00000360117","zinc finger protein 107"
"14711","SFTA2","389376","SFTA2-202","ENST00000474914","surfactant associated 2"
"14712","PPIA","5478","PPIA-207","ENST00000481437","peptidylprolyl isomerase A"
"14713","ZNF471","57573","ZNF471-201","ENST00000308031","zinc finger protein 471"
"14714","ZNF493","284443","ZNF493-205","ENST00000596302","zinc finger protein 493"
"14715","LINC00523","","LINC00523-206","ENST00000556697","NA"
"14716","GRM7","2917","GRM7-207","ENST00000443259","glutamate metabotropic receptor 7"
"14717","SUPT3H","8464","SUPT3H-205","ENST00000475057","SPT3 homolog, SAGA and STAGA complex component"
"14718","NIF3L1","60491","NIF3L1-207","ENST00000426253","NGG1 interacting factor 3 like 1"
"14719","GARS-DT","","GARS-DT-203","ENST00000434399","NA"
"14720","ATP2A1","487","ATP2A1-201","ENST00000357084","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1"
"14721","IARS1","3376","IARS1-202","ENST00000375643","isoleucyl-tRNA synthetase 1"
"14722","MFSD14C","84278","MFSD14C-210","ENST00000647176","major facilitator superfamily domain containing 14C"
"14723","ZBTB44","29068","ZBTB44-203","ENST00000445008","zinc finger and BTB domain containing 44"
"14724","STK31","56164","STK31-202","ENST00000355870","serine/threonine kinase 31"
"14725","NLGN3","54413","NLGN3-203","ENST00000395855","neuroligin 3"
"14726","OR8D1","283159","OR8D1-202","ENST00000641015","olfactory receptor family 8 subfamily D member 1"
"14727","ADH7","131","ADH7-202","ENST00000437033","alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide"
"14728","ZKSCAN7","55888","ZKSCAN7-205","ENST00000426540","zinc finger with KRAB and SCAN domains 7"
"14729","CD55","1604","CD55-204","ENST00000367064","CD55 molecule (Cromer blood group)"
"14730","CPNE4","131034","CPNE4-211","ENST00000514439","copine 4"
"14731","ZNF565","147929","ZNF565-201","ENST00000304116","zinc finger protein 565"
"14732","NTNG2","84628","NTNG2-202","ENST00000393229","netrin G2"
"14733","ELAVL3","1995","ELAVL3-201","ENST00000359227","ELAV like RNA binding protein 3"
"14734","WDR5","11091","WDR5-203","ENST00000608937","WD repeat domain 5"
"14735","LONP1","9361","LONP1-206","ENST00000587552","lon peptidase 1, mitochondrial"
"14736","C9orf163","158055","C9orf163-202","ENST00000624034","chromosome 9 open reading frame 163"
"14737","TRRAP","8295","TRRAP-204","ENST00000417523","transformation/transcription domain associated protein"
"14738","NUDT11","55190","NUDT11-201","ENST00000375992","nudix hydrolase 11"
"14739","ASB13","79754","ASB13-205","ENST00000493897","ankyrin repeat and SOCS box containing 13"
"14740","SLC35F1","222553","SLC35F1-201","ENST00000360388","solute carrier family 35 member F1"
"14741","ZNF34","80778","ZNF34-201","ENST00000343459","zinc finger protein 34"
"14742","ZNF140","7699","ZNF140-202","ENST00000355557","zinc finger protein 140"
"14743","PTPN1","5770","PTPN1-201","ENST00000371621","protein tyrosine phosphatase non-receptor type 1"
"14744","OR10D1P","","OR10D1P-201","ENST00000355343","NA"
"14745","EVL","51466","EVL-202","ENST00000402714","Enah/Vasp-like"
"14746","NOXO1","124056","NOXO1-207","ENST00000569739","NADPH oxidase organizer 1"
"14747","EPHB4","2050","EPHB4-202","ENST00000360620","EPH receptor B4"
"14748","PRTN3","5657","PRTN3-201","ENST00000234347","proteinase 3"
"14749","ZNF765","91661","ZNF765-202","ENST00000504146","zinc finger protein 765"
"14750","ZNF124","7678","ZNF124-202","ENST00000472531","zinc finger protein 124"
"14751","S100A5","6276","S100A5-202","ENST00000368718","S100 calcium binding protein A5"
"14752","C20orf204","284739","C20orf204-203","ENST00000444463","chromosome 20 open reading frame 204"
"14753","PPP1R26","9858","PPP1R26-205","ENST00000605286","protein phosphatase 1 regulatory subunit 26"
"14754","TSC22D2","9819","TSC22D2-201","ENST00000361875","TSC22 domain family member 2"
"14755","CRYBA4","1413","CRYBA4-201","ENST00000354760","crystallin beta A4"
"14756","ASMT","438","ASMT-203","ENST00000381241","acetylserotonin O-methyltransferase"
"14757","NPIPB15","440348","NPIPB15-201","ENST00000429990","nuclear pore complex interacting protein family member B15"
"14758","ZNF569","148266","ZNF569-202","ENST00000392149","zinc finger protein 569"
"14759","ARMCX4","100131755","ARMCX4-205","ENST00000433011","armadillo repeat containing X-linked 4"
"14760","YRDC","79693","YRDC-201","ENST00000373044","yrdC N6-threonylcarbamoyltransferase domain containing"
"14761","ZNF777","27153","ZNF777-201","ENST00000247930","zinc finger protein 777"
"14762","PIK3R4","30849","PIK3R4-201","ENST00000356763","phosphoinositide-3-kinase regulatory subunit 4"
"14763","TRAPPC2","6399","TRAPPC2-203","ENST00000380579","trafficking protein particle complex 2"
"14764","MYL6B","140465","MYL6B-211","ENST00000553066","myosin light chain 6B"
"14765","FGF16","8823","FGF16-201","ENST00000439435","fibroblast growth factor 16"
"14766","SIAH1","6477","SIAH1-205","ENST00000565620","siah E3 ubiquitin protein ligase 1"
"14767","GK2","2712","GK2-201","ENST00000358842","glycerol kinase 2"
"14768","C20orf96","140680","C20orf96-202","ENST00000382369","chromosome 20 open reading frame 96"
"14769","ESRRG","2104","ESRRG-209","ENST00000408911","estrogen related receptor gamma"
"14770","IPO4","79711","IPO4-217","ENST00000561090","importin 4"
"14771","NCOR2","9612","NCOR2-204","ENST00000405201","nuclear receptor corepressor 2"
"14772","SULT1A1","6817","SULT1A1-211","ENST00000569554","sulfotransferase family 1A member 1"
"14773","ARL9","132946","ARL9-201","ENST00000360096","ADP ribosylation factor like GTPase 9"
"14774","PRPF40A","55660","PRPF40A-202","ENST00000410080","pre-mRNA processing factor 40 homolog A"
"14775","GDAP2","54834","GDAP2-202","ENST00000369443","ganglioside induced differentiation associated protein 2"
"14776","TCEAL3","85012","TCEAL3-203","ENST00000372628","transcription elongation factor A like 3"
"14777","ANAPC7","51434","ANAPC7-203","ENST00000455511","anaphase promoting complex subunit 7"
"14778","TPK1","27010","TPK1-205","ENST00000482940","thiamin pyrophosphokinase 1"
"14779","SLC6A9","6536","SLC6A9-204","ENST00000372307","solute carrier family 6 member 9"
"14780","AFAP1","60312","AFAP1-202","ENST00000360265","actin filament associated protein 1"
"14781","NACA","4666","NACA-216","ENST00000550952","nascent polypeptide associated complex subunit alpha"
"14782","SPTSSB","165679","SPTSSB-201","ENST00000359175","serine palmitoyltransferase small subunit B"
"14783","BORCS6","54785","BORCS6-201","ENST00000389017","BLOC-1 related complex subunit 6"
"14784","MAN2A2","4122","MAN2A2-206","ENST00000558290","mannosidase alpha class 2A member 2"
"14785","MME","4311","MME-211","ENST00000492661","membrane metalloendopeptidase"
"14786","CCDC196","440184","CCDC196-211","ENST00000641761","coiled-coil domain containing 196"
"14787","CACNA1H","8912","CACNA1H-201","ENST00000348261","calcium voltage-gated channel subunit alpha1 H"
"14788","SULF2","55959","SULF2-209","ENST00000479472","sulfatase 2"
"14789","LAMA2","3908","LAMA2-201","ENST00000421865","laminin subunit alpha 2"
"14790","PLXNB2","23654","PLXNB2-210","ENST00000479818","plexin B2"
"14791","AJAP1","55966","AJAP1-201","ENST00000378190","adherens junctions associated protein 1"
"14792","XRCC2","7516","XRCC2-202","ENST00000495707","X-ray repair cross complementing 2"
"14793","MYO6","4646","MYO6-214","ENST00000663400","myosin VI"
"14794","MRTFA","57591","MRTFA-216","ENST00000651595","myocardin related transcription factor A"
"14795","HDAC2","3066","HDAC2-205","ENST00000519065","histone deacetylase 2"
"14796","ZNF782","158431","ZNF782-204","ENST00000481138","zinc finger protein 782"
"14797","SLC22A25","387601","SLC22A25-202","ENST00000525295","solute carrier family 22 member 25"
"14798","ZNF846","162993","ZNF846-208","ENST00000589453","zinc finger protein 846"
"14799","MMP1","4312","MMP1-201","ENST00000315274","matrix metallopeptidase 1"
"14800","ADH1B","125","ADH1B-201","ENST00000305046","alcohol dehydrogenase 1B (class I), beta polypeptide"
"14801","UGT2B15","7366","UGT2B15-201","ENST00000338206","UDP glucuronosyltransferase family 2 member B15"
"14802","TCF4","6925","TCF4-201","ENST00000354452","transcription factor 4"
"14803","WNK3","65267","WNK3-203","ENST00000375169","WNK lysine deficient protein kinase 3"
"14804","SDHAF3","57001","SDHAF3-202","ENST00000432641","succinate dehydrogenase complex assembly factor 3"
"14805","HRH1","3269","HRH1-204","ENST00000438284","histamine receptor H1"
"14806","RABL6","55684","RABL6-204","ENST00000371671","RAB, member RAS oncogene family like 6"
"14807","ZNF136","7695","ZNF136-203","ENST00000425827","zinc finger protein 136"
"14808","ZKSCAN5","23660","ZKSCAN5-201","ENST00000326775","zinc finger with KRAB and SCAN domains 5"
"14809","ZNF502","91392","ZNF502-203","ENST00000436624","zinc finger protein 502"
"14810","TRAPPC4","51399","TRAPPC4-214","ENST00000533632","trafficking protein particle complex 4"
"14811","TTC30B","150737","TTC30B-201","ENST00000408939","tetratricopeptide repeat domain 30B"
"14812","SLC30A10","55532","SLC30A10-204","ENST00000484239","solute carrier family 30 member 10"
"14813","TECPR2","9895","TECPR2-201","ENST00000359520","tectonin beta-propeller repeat containing 2"
